region,disaggregation,disagg.value,section,adolescent_obesity_2000,adolescent_obesity_2001,adolescent_obesity_2002,adolescent_obesity_2003,adolescent_obesity_2004,adolescent_obesity_2005,adolescent_obesity_2006,adolescent_obesity_2007,adolescent_obesity_2008,adolescent_obesity_2009,adolescent_obesity_2010,adolescent_obesity_2011,adolescent_obesity_2012,adolescent_obesity_2013,adolescent_obesity_2014,adolescent_obesity_2015,adolescent_obesity_2016,adolescent_obesity_2019,adolescent_overweight_2000,adolescent_overweight_2001,adolescent_overweight_2002,adolescent_overweight_2003,adolescent_overweight_2004,adolescent_overweight_2005,adolescent_overweight_2006,adolescent_overweight_2007,adolescent_overweight_2008,adolescent_overweight_2009,adolescent_overweight_2010,adolescent_overweight_2011,adolescent_overweight_2012,adolescent_overweight_2013,adolescent_overweight_2014,adolescent_overweight_2015,adolescent_overweight_2016,adolescent_overweight_2019,adolescent_thinness_2000,adolescent_thinness_2001,adolescent_thinness_2002,adolescent_thinness_2003,adolescent_thinness_2004,adolescent_thinness_2005,adolescent_thinness_2006,adolescent_thinness_2007,adolescent_thinness_2008,adolescent_thinness_2009,adolescent_thinness_2010,adolescent_thinness_2011,adolescent_thinness_2012,adolescent_thinness_2013,adolescent_thinness_2014,adolescent_thinness_2015,adolescent_thinness_2016,adolescent_thinness_2019,adult_anaemia_2000,adult_anaemia_2001,adult_anaemia_2002,adult_anaemia_2003,adult_anaemia_2004,adult_anaemia_2005,adult_anaemia_2006,adult_anaemia_2007,adult_anaemia_2008,adult_anaemia_2009,adult_anaemia_2010,adult_anaemia_2011,adult_anaemia_2012,adult_anaemia_2013,adult_anaemia_2014,adult_anaemia_2015,adult_anaemia_2016,adult_anaemia_2017,adult_anaemia_2018,adult_anaemia_2019,adult_blood_pressure_2000,adult_blood_pressure_2001,adult_blood_pressure_2002,adult_blood_pressure_2003,adult_blood_pressure_2004,adult_blood_pressure_2005,adult_blood_pressure_2006,adult_blood_pressure_2007,adult_blood_pressure_2008,adult_blood_pressure_2009,adult_blood_pressure_2010,adult_blood_pressure_2011,adult_blood_pressure_2012,adult_blood_pressure_2013,adult_blood_pressure_2014,adult_blood_pressure_2015,adult_blood_pressure_2019,adult_diabetes_2000,adult_diabetes_2001,adult_diabetes_2002,adult_diabetes_2003,adult_diabetes_2004,adult_diabetes_2005,adult_diabetes_2006,adult_diabetes_2007,adult_diabetes_2008,adult_diabetes_2009,adult_diabetes_2010,adult_diabetes_2011,adult_diabetes_2012,adult_diabetes_2013,adult_diabetes_2014,adult_diabetes_2019,adult_obesity_2000,adult_obesity_2001,adult_obesity_2002,adult_obesity_2003,adult_obesity_2004,adult_obesity_2005,adult_obesity_2006,adult_obesity_2007,adult_obesity_2008,adult_obesity_2009,adult_obesity_2010,adult_obesity_2011,adult_obesity_2012,adult_obesity_2013,adult_obesity_2014,adult_obesity_2015,adult_obesity_2016,adult_obesity_2019,adult_overweight_2000,adult_overweight_2001,adult_overweight_2002,adult_overweight_2003,adult_overweight_2004,adult_overweight_2005,adult_overweight_2006,adult_overweight_2007,adult_overweight_2008,adult_overweight_2009,adult_overweight_2010,adult_overweight_2011,adult_overweight_2012,adult_overweight_2013,adult_overweight_2014,adult_overweight_2015,adult_overweight_2016,adult_overweight_2019,adult_underweight_2000,adult_underweight_2001,adult_underweight_2002,adult_underweight_2003,adult_underweight_2004,adult_underweight_2005,adult_underweight_2006,adult_underweight_2007,adult_underweight_2008,adult_underweight_2009,adult_underweight_2010,adult_underweight_2011,adult_underweight_2012,adult_underweight_2013,adult_underweight_2014,adult_underweight_2015,adult_underweight_2016,adult_underweight_2019,lbw_2000,lbw_2001,lbw_2002,lbw_2003,lbw_2004,lbw_2005,lbw_2006,lbw_2007,lbw_2008,lbw_2009,lbw_2010,lbw_2011,lbw_2012,lbw_2013,lbw_2014,lbw_2015,overweight_2000,overweight_2005,overweight_2010,overweight_2011,overweight_2012,overweight_2013,overweight_2014,overweight_2015,overweight_2016,overweight_2017,overweight_2018,overweight_2019,overweight_2020,Risk_factor_all-rf_2000,Risk_factor_all-rf_2010,Risk_factor_all-rf_2015,Risk_factor_all-rf_2018,Risk_factor_diet_2000,Risk_factor_diet_2010,Risk_factor_diet_2015,Risk_factor_diet_2018,Risk_factor_fruits_2000,Risk_factor_fruits_2010,Risk_factor_fruits_2015,Risk_factor_fruits_2018,Risk_factor_legumes_2000,Risk_factor_legumes_2010,Risk_factor_legumes_2015,Risk_factor_legumes_2018,Risk_factor_nuts_seeds_2000,Risk_factor_nuts_seeds_2010,Risk_factor_nuts_seeds_2015,Risk_factor_nuts_seeds_2018,Risk_factor_obese_2000,Risk_factor_obese_2010,Risk_factor_obese_2015,Risk_factor_obese_2018,Risk_factor_overweight_2000,Risk_factor_overweight_2010,Risk_factor_overweight_2015,Risk_factor_overweight_2018,Risk_factor_prc_meat_2000,Risk_factor_prc_meat_2010,Risk_factor_prc_meat_2015,Risk_factor_prc_meat_2018,Risk_factor_red_meat_2000,Risk_factor_red_meat_2010,Risk_factor_red_meat_2015,Risk_factor_red_meat_2018,Risk_factor_SSBs_2000,Risk_factor_SSBs_2010,Risk_factor_SSBs_2015,Risk_factor_SSBs_2018,Risk_factor_underweight_2000,Risk_factor_underweight_2010,Risk_factor_underweight_2015,Risk_factor_underweight_2018,Risk_factor_vegetables_2000,Risk_factor_vegetables_2010,Risk_factor_vegetables_2015,Risk_factor_vegetables_2018,Risk_factor_weight_2000,Risk_factor_weight_2010,Risk_factor_weight_2015,Risk_factor_weight_2018,Risk_factor_whole_grains_2000,Risk_factor_whole_grains_2010,Risk_factor_whole_grains_2015,Risk_factor_whole_grains_2018,stunting_2000,stunting_2005,stunting_2010,stunting_2011,stunting_2012,stunting_2013,stunting_2014,stunting_2015,stunting_2016,stunting_2017,stunting_2018,stunting_2019,stunting_2020,wasting_2020
Eastern Africa,sex,Female,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.05,27.21,27.36,27.51,27.66,27.81,27.96,28.1,28.24,28.38,28.52,28.66,28.79,28.92,29.04,29.16,,4.34,4.43,4.52,4.6,4.69,4.78,4.86,4.95,5.04,5.12,5.22,5.31,5.41,5.52,5.63,,5.17,5.4,5.64,5.88,6.13,6.4,6.68,6.96,7.25,7.56,7.88,8.2,8.55,8.92,9.3,9.69,10.1,,22.49,23.04,23.6,24.17,24.76,25.35,25.96,26.58,27.2,27.84,28.49,29.14,29.82,30.51,31.22,31.93,32.65,,14.4,14.2,13.99,13.79,13.59,13.39,13.18,12.98,12.77,12.57,12.37,12.17,11.97,11.77,11.57,11.37,11.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Africa,sex,Female Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.16,30.16,,,,,,,,,,,,,,,5.63,6.5,,,,,,,,,,,,,,,,,10.1,12.05,,,,,,,,,,,,,,,,,32.65,34.89,,,,,,,,,,,,,,,,,11.17,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Africa,sex,Girls,Burden of malnutrition,0.66,0.72,0.8,0.88,0.96,1.05,1.15,1.26,1.38,1.5,1.63,1.77,1.93,2.09,2.27,2.46,2.67,,7.24,7.63,8.04,8.45,8.88,9.33,9.78,10.26,10.74,11.24,11.76,12.3,12.85,13.42,14,14.61,15.24,,5.82,5.74,5.67,5.59,5.52,5.44,5.37,5.29,5.22,5.15,5.08,5.02,4.95,4.89,4.83,4.78,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Africa,sex,Girls Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,2.67,3.41,,,,,,,,,,,,,,,,,15.24,17.33,,,,,,,,,,,,,,,,,4.73,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Africa,sex,Male,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.83,26.89,26.95,27.01,27.08,27.14,27.2,27.26,27.32,27.38,27.43,27.49,27.54,27.6,27.65,27.71,,4.32,4.43,4.54,4.65,4.76,4.87,4.97,5.08,5.19,5.29,5.4,5.52,5.64,5.77,5.91,,1.19,1.26,1.32,1.39,1.47,1.55,1.63,1.72,1.81,1.9,2.01,2.11,2.23,2.35,2.49,2.63,2.78,,11.56,11.81,12.06,12.32,12.58,12.84,13.11,13.39,13.68,13.96,14.26,14.57,14.89,15.23,15.58,15.94,16.32,,16.89,16.74,16.58,16.41,16.25,16.08,15.91,15.74,15.57,15.4,15.22,15.05,14.87,14.69,14.51,14.32,14.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Africa,sex,Male Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.71,28.28,,,,,,,,,,,,,,,5.91,6.99,,,,,,,,,,,,,,,,,2.78,3.46,,,,,,,,,,,,,,,,,16.32,17.47,,,,,,,,,,,,,,,,,14.14,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,all,,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,5.76,5.67,5.59,5.51,5.44,5.37,5.31,5.26,5.21,5.17,5.15,5.12,5.1,5.08,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,Cause,all-c,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105498,2620644,2810812,2998069,1653600,2080536,2248057,2396992,613466,715933,777974,824863,158794,279219,326409,352295,167631,174977,170196,126287,206147,259437,277320,307106,176024,258722,288605,313781,12439,12983,13119,12510,128987,254307,303332,356544,3994,6732,7485,7807,236830,244665,240888,242024,331450,202274,140464,133003,619001,762824,806813,862910,570718,824855,921508,1000958,,,,,,,,,,,,,,
Eastern Asia,Cause,Cancer,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684080,737313,758977,817104,583928,602467,611607,652916,136309,158938,175970,188715,,,,,,,,,52731,63037,66845,74774,61460,74097,78656,85344,918,1142,1154,1055,7103,15440,18426,22895,,,,,11497,15128,16566,17155,194328,105800,66697,61851,125688,152261,162068,177273,310012,379923,406160,440482,,,,,,,,,,,,,,
Eastern Asia,Cause,CHD,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643711,1016215,1156113,1230651,593107,915930,1036941,1097228,72974,119994,142897,153493,158794,279219,326409,352295,167631,174977,170196,126287,56735,93579,107264,118837,75680,127608,147025,159341,7042,7571,7909,7785,45720,109092,138830,163720,3350,5845,6541,6783,9709,17944,21251,22058,137122,96474,73766,71152,142124,239131,275540,300236,260707,444932,515348,560477,,,,,,,,,,,,,,
Eastern Asia,Cause,Resp_Dis,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154665,142711,133658,132232,,,,,,,,,,,,,,,,,18889,14783,13074,13922,-33987,-27973,-25151,-26098,,,,,,,,,,,,,169763,155901,145735,144408,,,,,154665,142711,133658,132232,,,,,,,,,,,,,,,,,,
Eastern Asia,Cause,Stroke,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582614,669512,700250,747552,461049,532502,564203,604064,404184,437001,459107,482654,,,,,,,,,62289,68085,68022,74167,53033,58913,59059,62789,3596,3427,3208,2805,70025,118206,131876,152676,,,,,45861,55691,57336,58402,,,,,161183,182690,184416,195358,,,,,,,,,,,,,,,,,,
Eastern Asia,Cause,T2DM,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40428,54893,61814,70530,7551,13134,15808,18929,,,,,,,,,,,,,15503,19954,22115,25406,19837,26077,29016,32406,883,843,848,865,6139,11569,14199,17253,644,887,943,1024,0,0,0,0,,,,,35341,46031,51132,57811,,,,,,,,,,,,,,,,,,
Eastern Asia,pregnancy,All women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.07,21.18,20.46,19.83,19.28,18.63,17.99,17.35,16.87,16.31,15.83,15.53,15.33,15.32,15.31,15.39,15.57,15.67,15.76,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,pregnancy,Non-pregnant women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.88,20.99,20.27,19.64,19.09,18.45,17.8,17.16,16.68,16.11,15.64,15.35,15.23,15.22,15.12,15.29,15.47,15.57,15.66,15.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,pregnancy,Pregnant women,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.46,27.53,26.79,26.05,25.32,24.5,23.68,22.86,22.12,21.38,20.65,20.19,19.81,19.62,19.43,19.42,19.5,19.32,19.13,19.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,sex,Both,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6.2,6.6,6.8,6.8,6.9,7,7.1,7.1,7.3,7.5,7.7,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,13,8.8,8.1,7.5,7,6.6,6.3,6.1,5.7,5.4,5.2,4.9,1.7
Eastern Asia,sex,Boys,Burden of malnutrition,3.09,3.44,3.83,4.27,4.76,5.31,5.91,6.56,7.26,8.01,8.81,9.67,10.57,11.52,12.51,13.54,14.6,,11.21,12.12,13.1,14.18,15.33,16.56,17.86,19.24,20.67,22.16,23.71,25.3,26.93,28.58,30.26,31.97,33.67,,5.9,5.77,5.64,5.49,5.34,5.18,5.02,4.84,4.67,4.49,4.32,4.14,3.97,3.81,3.65,3.51,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,sex,Boys Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,14.6,17.91,,,,,,,,,,,,,,,,,33.67,39.1,,,,,,,,,,,,,,,,,3.37,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,sex,Female,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,18.71,18.6,18.47,18.33,18.17,18,17.83,17.65,17.47,17.28,17.08,16.86,16.63,16.4,16.16,,6.12,6.21,6.29,6.38,6.48,6.58,6.68,6.78,6.87,6.96,7.04,7.12,7.2,7.28,7.36,,2.94,3.09,3.24,3.41,3.58,3.77,3.96,4.16,4.37,4.59,4.81,5.04,5.27,5.51,5.75,6.01,6.26,,20.99,21.45,21.93,22.43,22.94,23.47,24,24.53,25.07,25.61,26.15,26.69,27.22,27.75,28.27,28.78,29.29,,9.06,8.9,8.74,8.57,8.4,8.23,8.06,7.9,7.74,7.58,7.43,7.28,7.15,7.02,6.89,6.78,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,sex,Female Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.16,15.86,,,,,,,,,,,,,,,7.36,8.23,,,,,,,,,,,,,,,,,6.26,7.6,,,,,,,,,,,,,,,,,29.29,31.1,,,,,,,,,,,,,,,,,6.67,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,sex,Girls,Burden of malnutrition,1.29,1.45,1.62,1.81,2.03,2.27,2.53,2.82,3.14,3.48,3.85,4.25,4.68,5.13,5.62,6.14,6.68,,7.72,8.23,8.78,9.37,10,10.67,11.38,12.12,12.9,13.71,14.55,15.42,16.32,17.25,18.21,19.19,20.18,,4.72,4.65,4.58,4.49,4.4,4.3,4.2,4.09,3.97,3.86,3.74,3.62,3.51,3.4,3.3,3.2,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,sex,Girls Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,6.68,8.59,,,,,,,,,,,,,,,,,20.18,23.64,,,,,,,,,,,,,,,,,3.11,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,sex,Male,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.06,23.06,23.05,23,22.93,22.84,22.73,22.61,22.48,22.34,22.19,22.03,21.85,21.67,21.48,21.27,,6.33,6.53,6.73,6.95,7.17,7.41,7.65,7.9,8.15,8.4,8.65,8.91,9.16,9.42,9.69,,1.82,1.97,2.12,2.29,2.47,2.66,2.87,3.09,3.33,3.58,3.84,4.12,4.41,4.72,5.05,5.39,5.75,,20.93,21.61,22.32,23.07,23.84,24.63,25.45,26.28,27.13,28,28.88,29.76,30.66,31.56,32.47,33.38,34.3,,7.32,7.13,6.93,6.73,6.52,6.31,6.1,5.88,5.67,5.47,5.26,5.07,4.87,4.68,4.5,4.33,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Asia,sex,Male Projection,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.27,21.22,,,,,,,,,,,,,,,9.69,11.91,,,,,,,,,,,,,,,,,5.75,7.47,,,,,,,,,,,,,,,,,34.3,37.21,,,,,,,,,,,,,,,,,4.16,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe,Cause,all-c,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636755,1552975,1494442,1472017,1262244,1215931,1170710,1150160,376644,298764,274909,261132,279248,265510,256154,251033,256971,218668,211690,178863,566128,519493,494484,488625,159443,153730,148821,146513,238574,303840,299955,306547,128158,205094,201641,203630,11856,17832,18542,16507,7369,6590,6838,6824,248220,198396,170247,195352,732940,679814,650144,641962,122061,123218,143802,128485,,,,,,,,,,,,,,
Eastern Europe,Cause,Cancer,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216687,212266,216909,220340,125243,113667,114424,117340,44691,38964,38877,36868,,,,,,,,,75868,74824,76621,76931,21672,21660,22215,22038,7653,10756,11627,12463,4465,8011,8771,9111,,,,,431,463,493,482,55782,46286,41218,47721,97971,96947,99329,99451,32330,34880,40900,39443,,,,,,,,,,,,,,
Eastern Europe,Cause,CHD,Burden of malnutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010230,992783,950262,926459,838002,832057,801358,778631,124488,110636,102584,97253,279248,265510,256154,251033,256971,218668,211690,178863,338562,323108,302084,295960,113572,110749,105674,103620,164967,217413,214207,216706,81584,134600,131290,131425,11317,17128,17448,15415,1855,1935,2040,2027,192438,152111,129029,147631,453989,435792,409798,401608,89730,88338,102902,89042,,,,,,,,,,,,,,
