iso3,country,disaggregation,disagg.value,region,subregion,section,anaemia_plan,blood_pressure_plan,BN_ODA_donated_2011,BN_ODA_donated_2012,BN_ODA_donated_2013,BN_ODA_donated_2014,BN_ODA_donated_2015,BN_ODA_donated_2016,BN_ODA_donated_2017,BN_ODA_donated_2018,BN_ODA_donated_2019,BN_ODA_donated_2020,BN_ODA_donated_percent_2011,BN_ODA_donated_percent_2012,BN_ODA_donated_percent_2013,BN_ODA_donated_percent_2014,BN_ODA_donated_percent_2015,BN_ODA_donated_percent_2016,BN_ODA_donated_percent_2017,BN_ODA_donated_percent_2018,BN_ODA_donated_percent_2019,BN_ODA_donated_percent_2020,BN_ODA_received_2011,BN_ODA_received_2012,BN_ODA_received_2013,BN_ODA_received_2014,BN_ODA_received_2015,BN_ODA_received_2016,BN_ODA_received_2017,BN_ODA_received_2018,BN_ODA_received_2019,BN_ODA_received_2020,BN_ODA_received_percent_2011,BN_ODA_received_percent_2012,BN_ODA_received_percent_2013,BN_ODA_received_percent_2014,BN_ODA_received_percent_2015,BN_ODA_received_percent_2016,BN_ODA_received_percent_2017,BN_ODA_received_percent_2018,BN_ODA_received_percent_2019,BN_ODA_received_percent_2020,child_ad_policy,child_overweight_plan,diabetes_plan,diabetes_policy,diarrhea_zinc_2005,diarrhea_zinc_2006,diarrhea_zinc_2007,diarrhea_zinc_2008,diarrhea_zinc_2009,diarrhea_zinc_2010,diarrhea_zinc_2011,diarrhea_zinc_2012,diarrhea_zinc_2013,diarrhea_zinc_2014,diarrhea_zinc_2015,diarrhea_zinc_2016,diarrhea_zinc_2017,diarrhea_zinc_2018,diarrhea_zinc_2019,diarrhea_zinc_2020,diarrhea_zinc_2021,EBF_plan,fbdg,iodised_salt_2000,iodised_salt_2001,iodised_salt_2002,iodised_salt_2003,iodised_salt_2004,iodised_salt_2005,iodised_salt_2006,iodised_salt_2007,iodised_salt_2008,iodised_salt_2009,iodised_salt_2010,iodised_salt_2011,iodised_salt_2012,iodised_salt_2013,iodised_salt_2014,iodised_salt_2015,iodised_salt_2016,iodised_salt_2017,iodised_salt_2018,iodised_salt_2019,iodised_salt_2020,iron_supp_2004,iron_supp_2005,iron_supp_2006,iron_supp_2007,iron_supp_2008,iron_supp_2009,iron_supp_2010,iron_supp_2011,iron_supp_2012,iron_supp_2013,iron_supp_2014,iron_supp_2015,iron_supp_2016,iron_supp_2017,iron_supp_2018,iron_supp_2019,iron_supp_2021,iron_tablets_2000,iron_tablets_2001,iron_tablets_2002,iron_tablets_2003,iron_tablets_2004,iron_tablets_2005,iron_tablets_2006,iron_tablets_2007,iron_tablets_2008,iron_tablets_2009,iron_tablets_2010,iron_tablets_2011,iron_tablets_2012,iron_tablets_2013,iron_tablets_2014,iron_tablets_2015,iron_tablets_2016,iron_tablets_2017,iron_tablets_2018,iron_tablets_2019,iron_tablets_2021,LBW_plan,multi_sec,NCD_policy,NCD_unhealthy,overweight_adults_adoles_plan,salt_leg,saturated_fatty_acids_policy,sodium_plan,sodium_policy,stunting_plan,sugar_tax,Total_ODA_donated_2011,Total_ODA_donated_2012,Total_ODA_donated_2013,Total_ODA_donated_2014,Total_ODA_donated_2015,Total_ODA_donated_2016,Total_ODA_donated_2017,Total_ODA_donated_2018,Total_ODA_donated_2019,Total_ODA_donated_2020,Total_ODA_received_2011,Total_ODA_received_2012,Total_ODA_received_2013,Total_ODA_received_2014,Total_ODA_received_2015,Total_ODA_received_2016,Total_ODA_received_2017,Total_ODA_received_2018,Total_ODA_received_2019,Total_ODA_received_2020,trans_fatty_acids_policy,vit_a_2000,vit_a_2001,vit_a_2002,vit_a_2003,vit_a_2004,vit_a_2005,vit_a_2006,vit_a_2007,vit_a_2008,vit_a_2009,vit_a_2010,vit_a_2011,vit_a_2012,vit_a_2013,vit_a_2014,vit_a_2015,vit_a_2016,vit_a_2017,vit_a_2018,vit_a_2019,vit_a_2020,wasting_plan
BLR,Belarus,all,,Europe,Eastern Europe,Nutrition strategies and financing,No,No,,,,,,,,,,,,,,,,,,,,,0,0.11,0,0.18,0.07,0,0,0,0,0.01,0,0.13,0,0.16,0.06,0,0,0,0,0,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,,92.46,85.92,100.94,112.77,118.12,124.63,136.57,123.04,223.82,830.96,Yes,,,,,,,,,,,,,,,,,,,,,,No
BLR,Belarus,location,Rural,Europe,Eastern Europe,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Belarus,location,Urban,Europe,Eastern Europe,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Belarus,sex,Female,Europe,Eastern Europe,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Belarus,sex,Male,Europe,Eastern Europe,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Belarus,total,Total,Europe,Eastern Europe,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Belarus,wealth,Poorest,Europe,Eastern Europe,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Belarus,wealth,Richest,Europe,Eastern Europe,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,Belarus,wealth,Second,Europe,Eastern Europe,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,all,,Latin America and the Caribbean,Central America,Nutrition strategies and financing,No,Yes,,,,,,,,,,,,,,,,,,,,,0.03,0.02,0.08,0,0,0,0,0,0.01,0,0.13,0.07,0.16,0,0,0,0.01,0.01,0.01,0,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,,,,,,,,,,,22.07,28.3,50.61,35.05,37.24,49.49,43.84,39.12,52.48,74.35,No,,,,,,,,,,,,,,,,,,,,,,Yes
BLZ,Belize,location,Rural,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,location,Urban,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,sex,Female,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,85.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,sex,Male,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,84.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,total,Total,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,84.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,wealth,Highest,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,wealth,Lowest,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,wealth,Middle,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,wealth,Second highest,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,Belize,wealth,Second lowest,Latin America and the Caribbean,Central America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),all,,Latin America and the Caribbean,South America,Nutrition strategies and financing,Yes,No,,,,,,,,,,,,,,,,,,,,,14.05,9.33,3.56,4.89,5.81,1.51,0.96,0.73,1.23,0.97,2.03,1.4,0.52,0.72,0.65,0.19,0.09,0.09,0.15,0.22,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,,,,,,,,,,691.87,666.44,691.21,681.15,896.2,804.86,1060.6,811.67,833.63,449.27,No,,,,,,,,,,,,,,,,,,,,,,Yes
BOL,Bolivia (Plurinational State of),education,Higher,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,,,,,,,,,,,,,,,,83.4,,,,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),education,None,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1,,,,,,,,,,,,,,,,40.1,,,,,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),education,Primary,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,,,,55.2,,,,,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),education,Secondary,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,75,,,,,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),education,Secondary or higher,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),location,Rural,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,14.6,,,,,,,,72.64,,,85.65,,,,,86.83,,,,,,,,83.69,,,,,,,,,51.9,,,,,,,,,,,,,,,,53.9,,,,,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),location,Urban,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,14.5,,,,,,,,90.51,,,89.47,,,,,84.41,,,,,,,,86.68,,,,,,,,,40.1,,,,,,,,,,,,,,,,66.6,,,,,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),mothers_age,20-34,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9,,,,,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),mothers_age,35-49,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,,,,,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),mothers_age,Under 20,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9,,,,,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),sex,Female,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,11.8,,,,,,,,83.98,,,87.7,,,,,85.2,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),sex,Male,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,16.8,,,,,,,,84.59,,,88.12,,,,,85.45,,,,,,,,,,,,,,,,,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),total,Total,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,14.5,,,,,,,,84.48,,,88.03,,,,,85.39,,,,,,,,85.72,,,,,,,,,45.4,,,,,,,,,,,,,,,,61.6,,,,,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,40,35,36,42,39,41,,45,45,24,21,41,40,,,52,31,54,37,31,
BOL,Bolivia (Plurinational State of),wealth,Fourth,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),wealth,Highest,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.99,,,88.42,,,,,83.76,,,,,,,,,,,,,,,,,43.1,,,,,,,,,,,,,,,,78.7,,,,,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),wealth,Lowest,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.98,,,82.41,,,,,84.01,,,,,,,,,,,,,,,,,54.2,,,,,,,,,,,,,,,,47.7,,,,,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),wealth,Middle,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,13.6,,,,,,,,89.46,,,89.86,,,,,86.56,,,,,,,,,,,,,,,,,40.8,,,,,,,,,,,,,,,,63,,,,,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),wealth,Poorest,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),wealth,Richest,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),wealth,Second,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),wealth,Second highest,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1,,,90.75,,,,,84.83,,,,,,,,,,,,,,,,,37.2,,,,,,,,,,,,,,,,67.5,,,,,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,Bolivia (Plurinational State of),wealth,Second lowest,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.34,,,88.21,,,,,87.71,,,,,,,,,,,,,,,,,48.5,,,,,,,,,,,,,,,,57.7,,,,,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,Brazil,all,,Latin America and the Caribbean,South America,Nutrition strategies and financing,Yes,No,,,,,,,,,,,,,,,,,,,,,0.27,0.14,1.26,0.23,0.06,0.01,0.11,0.16,0.23,0.07,0.03,0.01,0.11,0.02,0,0,0.01,0.02,0.04,0.01,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,881.89,1541.33,1115.46,1044.03,1269.77,940.72,930.8,715.23,635.07,979.68,Yes,,,,,,,,,,,,,,,,,,,,,,Yes
BRA,Brazil,location,Rural,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,Brazil,location,Urban,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,Brazil,sex,Female,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,Brazil,sex,Male,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,Brazil,total,Total,Latin America and the Caribbean,South America,Nutrition strategies and financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
