iso3,country,disaggregation,disagg.value,region,subregion,section,190_percent_2002,190_percent_2003,190_percent_2004,190_percent_2005,190_percent_2006,190_percent_2007,190_percent_2008,190_percent_2009,190_percent_2010,190_percent_2011,190_percent_2012,190_percent_2013,190_percent_2014,190_percent_2015,190_percent_2016,190_percent_2017,190_percent_2018,190_percent_2019,190_percent_2020,190_percent_2021,190_percent_2022,320_percent_2002,320_percent_2003,320_percent_2004,320_percent_2005,320_percent_2006,320_percent_2007,320_percent_2008,320_percent_2009,320_percent_2010,320_percent_2011,320_percent_2012,320_percent_2013,320_percent_2014,320_percent_2015,320_percent_2016,320_percent_2017,320_percent_2018,320_percent_2019,320_percent_2020,320_percent_2021,320_percent_2022,65_years_2021,at_least_basic_sanitation_2000,at_least_basic_sanitation_2001,at_least_basic_sanitation_2002,at_least_basic_sanitation_2003,at_least_basic_sanitation_2004,at_least_basic_sanitation_2005,at_least_basic_sanitation_2006,at_least_basic_sanitation_2007,at_least_basic_sanitation_2008,at_least_basic_sanitation_2009,at_least_basic_sanitation_2010,at_least_basic_sanitation_2011,at_least_basic_sanitation_2012,at_least_basic_sanitation_2013,at_least_basic_sanitation_2014,at_least_basic_sanitation_2015,at_least_basic_sanitation_2016,at_least_basic_sanitation_2017,at_least_basic_sanitation_2018,at_least_basic_sanitation_2019,at_least_basic_sanitation_2020,at_least_basic_water_2000,at_least_basic_water_2001,at_least_basic_water_2002,at_least_basic_water_2003,at_least_basic_water_2004,at_least_basic_water_2005,at_least_basic_water_2006,at_least_basic_water_2007,at_least_basic_water_2008,at_least_basic_water_2009,at_least_basic_water_2010,at_least_basic_water_2011,at_least_basic_water_2012,at_least_basic_water_2013,at_least_basic_water_2014,at_least_basic_water_2015,at_least_basic_water_2016,at_least_basic_water_2017,at_least_basic_water_2018,at_least_basic_water_2019,at_least_basic_water_2020,basic_sanitation_2000,basic_sanitation_2001,basic_sanitation_2002,basic_sanitation_2003,basic_sanitation_2004,basic_sanitation_2005,basic_sanitation_2006,basic_sanitation_2007,basic_sanitation_2008,basic_sanitation_2009,basic_sanitation_2010,basic_sanitation_2011,basic_sanitation_2012,basic_sanitation_2013,basic_sanitation_2014,basic_sanitation_2015,basic_sanitation_2016,basic_sanitation_2017,basic_sanitation_2018,basic_sanitation_2019,basic_sanitation_2020,basic_water_2000,basic_water_2001,basic_water_2002,basic_water_2003,basic_water_2004,basic_water_2005,basic_water_2006,basic_water_2007,basic_water_2008,basic_water_2009,basic_water_2010,basic_water_2011,basic_water_2012,basic_water_2013,basic_water_2014,basic_water_2015,basic_water_2016,basic_water_2017,basic_water_2018,basic_water_2019,basic_water_2020,community_health_workers_2000,community_health_workers_2001,community_health_workers_2003,community_health_workers_2004,community_health_workers_2005,community_health_workers_2006,community_health_workers_2007,community_health_workers_2008,community_health_workers_2009,community_health_workers_2010,community_health_workers_2011,community_health_workers_2012,community_health_workers_2013,community_health_workers_2014,community_health_workers_2015,community_health_workers_2016,early_childbearing_prev_2000,early_childbearing_prev_2001,early_childbearing_prev_2002,early_childbearing_prev_2003,early_childbearing_prev_2004,early_childbearing_prev_2005,early_childbearing_prev_2006,early_childbearing_prev_2007,early_childbearing_prev_2008,early_childbearing_prev_2009,early_childbearing_prev_2010,early_childbearing_prev_2011,early_childbearing_prev_2012,early_childbearing_prev_2013,early_childbearing_prev_2014,early_childbearing_prev_2015,early_childbearing_prev_2016,early_childbearing_prev_2017,early_childbearing_prev_2018,early_childbearing_prev_2019,early_childbearing_prev_2020,early_childbearing_prev_2021,female_secondary_enroll_net_2016,female_secondary_enroll_net_2017,female_secondary_enroll_net_2018,female_secondary_enroll_net_2019,female_secondary_enroll_net_2020,female_secondary_enroll_net_2021,female_secondary_enroll_net_2022,GDP_capita_PPP_2011,GDP_capita_PPP_2012,GDP_capita_PPP_2013,GDP_capita_PPP_2014,GDP_capita_PPP_2015,GDP_capita_PPP_2016,GDP_capita_PPP_2017,GDP_capita_PPP_2018,GDP_capita_PPP_2019,GDP_capita_PPP_2020,GDP_capita_PPP_2021,GDP_capita_PPP_2022,gender_inequality_2021,gender_inequality_rank_2021,gini_2003,gini_2004,gini_2005,gini_2006,gini_2008,gini_2009,gini_2010,gini_2011,gini_2012,gini_2013,gini_2014,gini_2015,gini_2016,gini_2017,gini_2018,gini_2019,gini_2020,gini_2021,gini_rank_2003,gini_rank_2004,gini_rank_2005,gini_rank_2006,gini_rank_2008,gini_rank_2009,gini_rank_2010,gini_rank_2011,gini_rank_2012,gini_rank_2013,gini_rank_2014,gini_rank_2015,gini_rank_2016,gini_rank_2017,gini_rank_2018,gini_rank_2019,gini_rank_2020,gini_rank_2021,limited_sanitation_2000,limited_sanitation_2001,limited_sanitation_2002,limited_sanitation_2003,limited_sanitation_2004,limited_sanitation_2005,limited_sanitation_2006,limited_sanitation_2007,limited_sanitation_2008,limited_sanitation_2009,limited_sanitation_2010,limited_sanitation_2011,limited_sanitation_2012,limited_sanitation_2013,limited_sanitation_2014,limited_sanitation_2015,limited_sanitation_2016,limited_sanitation_2017,limited_sanitation_2018,limited_sanitation_2019,limited_sanitation_2020,limited_water_2000,limited_water_2001,limited_water_2002,limited_water_2003,limited_water_2004,limited_water_2005,limited_water_2006,limited_water_2007,limited_water_2008,limited_water_2009,limited_water_2010,limited_water_2011,limited_water_2012,limited_water_2013,limited_water_2014,limited_water_2015,limited_water_2016,limited_water_2017,limited_water_2018,limited_water_2019,limited_water_2020,nurses_and_midwives_2004,nurses_and_midwives_2008,nurses_and_midwives_2010,nurses_and_midwives_2012,nurses_and_midwives_2014,nurses_and_midwives_2015,nurses_and_midwives_2016,nurses_and_midwives_2017,nurses_and_midwives_2018,nurses_and_midwives_2019,open_defecation_2000,open_defecation_2001,open_defecation_2002,open_defecation_2003,open_defecation_2004,open_defecation_2005,open_defecation_2006,open_defecation_2007,open_defecation_2008,open_defecation_2009,open_defecation_2010,open_defecation_2011,open_defecation_2012,open_defecation_2013,open_defecation_2014,open_defecation_2015,open_defecation_2016,open_defecation_2017,open_defecation_2018,open_defecation_2019,open_defecation_2020,physicians_2001,physicians_2004,physicians_2009,physicians_2010,physicians_2011,physicians_2012,physicians_2013,physicians_2014,physicians_2015,physicians_2016,physicians_2017,physicians_2018,physicians_2019,population_2021,rural_percent_2020,safely_managed_sanitation_2000,safely_managed_sanitation_2001,safely_managed_sanitation_2002,safely_managed_sanitation_2003,safely_managed_sanitation_2004,safely_managed_sanitation_2005,safely_managed_sanitation_2006,safely_managed_sanitation_2007,safely_managed_sanitation_2008,safely_managed_sanitation_2009,safely_managed_sanitation_2010,safely_managed_sanitation_2011,safely_managed_sanitation_2012,safely_managed_sanitation_2013,safely_managed_sanitation_2014,safely_managed_sanitation_2015,safely_managed_sanitation_2016,safely_managed_sanitation_2017,safely_managed_sanitation_2018,safely_managed_sanitation_2019,safely_managed_sanitation_2020,safely_managed_water_2000,safely_managed_water_2001,safely_managed_water_2002,safely_managed_water_2003,safely_managed_water_2004,safely_managed_water_2005,safely_managed_water_2006,safely_managed_water_2007,safely_managed_water_2008,safely_managed_water_2009,safely_managed_water_2010,safely_managed_water_2011,safely_managed_water_2012,safely_managed_water_2013,safely_managed_water_2014,safely_managed_water_2015,safely_managed_water_2016,safely_managed_water_2017,safely_managed_water_2018,safely_managed_water_2019,safely_managed_water_2020,surface_water_2000,surface_water_2001,surface_water_2002,surface_water_2003,surface_water_2004,surface_water_2005,surface_water_2006,surface_water_2007,surface_water_2008,surface_water_2009,surface_water_2010,surface_water_2011,surface_water_2012,surface_water_2013,surface_water_2014,surface_water_2015,surface_water_2016,surface_water_2017,surface_water_2018,surface_water_2019,surface_water_2020,u5_pop_2021,u5mr_2000,u5mr_2001,u5mr_2002,u5mr_2003,u5mr_2004,u5mr_2005,u5mr_2006,u5mr_2007,u5mr_2008,u5mr_2009,u5mr_2010,u5mr_2011,u5mr_2012,u5mr_2013,u5mr_2014,u5mr_2015,u5mr_2016,u5mr_2017,u5mr_2018,u5mr_2019,u5mr_2020,undernourishment_prev_2001,undernourishment_prev_2002,undernourishment_prev_2003,undernourishment_prev_2004,undernourishment_prev_2005,undernourishment_prev_2006,undernourishment_prev_2007,undernourishment_prev_2008,undernourishment_prev_2009,undernourishment_prev_2010,undernourishment_prev_2011,undernourishment_prev_2012,undernourishment_prev_2013,undernourishment_prev_2014,undernourishment_prev_2015,undernourishment_prev_2016,undernourishment_prev_2017,undernourishment_prev_2018,unimproved_sanitation_2000,unimproved_sanitation_2001,unimproved_sanitation_2002,unimproved_sanitation_2003,unimproved_sanitation_2004,unimproved_sanitation_2005,unimproved_sanitation_2006,unimproved_sanitation_2007,unimproved_sanitation_2008,unimproved_sanitation_2009,unimproved_sanitation_2010,unimproved_sanitation_2011,unimproved_sanitation_2012,unimproved_sanitation_2013,unimproved_sanitation_2014,unimproved_sanitation_2015,unimproved_sanitation_2016,unimproved_sanitation_2017,unimproved_sanitation_2018,unimproved_sanitation_2019,unimproved_sanitation_2020,unimproved_water_2000,unimproved_water_2001,unimproved_water_2002,unimproved_water_2003,unimproved_water_2004,unimproved_water_2005,unimproved_water_2006,unimproved_water_2007,unimproved_water_2008,unimproved_water_2009,unimproved_water_2010,unimproved_water_2011,unimproved_water_2012,unimproved_water_2013,unimproved_water_2014,unimproved_water_2015,unimproved_water_2016,unimproved_water_2017,unimproved_water_2018,unimproved_water_2019,unimproved_water_2020
LBN,Lebanon,all,,Asia,Western Asia,Social determinants of nutrition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.31,0.07,0.31,0.31,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.97,0.51,0.43,538.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,67.5,67.5,68.39,69.27,70.16,71.05,71.93,72.82,73.71,74.6,75.48,76.37,77.26,78.14,79.03,79.92,80.81,81.69,82.53,82.92,41.64,41.81,41.99,42.16,42.33,42.5,42.68,42.85,43.02,43.2,43.37,43.54,43.71,43.89,44.06,44.23,44.41,44.58,44.75,44.9,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18727.24,18039.21,17537.69,16969.27,16358.32,16167.8,16043.03,15677.78,14563.67,11410.04,,,0.43,108/170,,,,,,,,31.8,,,,,,,,,,,,,,,,,,41/163,,,,,,,,,,,0.62,0.62,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.8,6.86,6.89,6.92,6.95,6.98,7.01,7.03,7.06,7.09,7.12,7.15,7.18,7.2,7.23,7.26,7.29,7.32,7.35,7.38,7.4,7.4,,,,,,,,,1.67,,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.11,0.11,0.11,0.12,0.12,0.13,0.13,0,0,,,,,,,,,,,,2.1,,5592.63,11.08,9.43,9.43,9.43,9.85,10.27,10.69,11.11,11.54,11.96,12.38,12.8,13.22,13.64,14.07,14.49,14.91,15.33,15.75,16.18,16.53,16.28,44.24,44.42,44.6,44.79,44.97,45.16,45.34,45.52,45.71,45.89,46.07,46.26,46.44,46.62,46.81,46.99,47.17,47.36,47.54,47.7,47.7,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0,0,445.14,,,,,,,,,,,,,,,,,,,,,,7.9,8.7,9.7,10.8,11,10.6,10,9.5,9.7,10.3,12.2,15,12.4,9.3,5.6,6.2,6.2,5.7,22.39,22.39,22.39,21.06,19.74,18.42,17.09,15.77,14.45,13.12,11.8,10.48,9.15,7.83,6.5,5.18,3.86,2.53,1.21,0.13,0,7.11,6.73,6.34,5.96,5.57,5.19,4.8,4.42,4.03,3.65,3.26,2.88,2.49,2.11,1.73,1.34,0.96,0.57,0.33,0,0
LBN,Lebanon,sex,Both,Asia,Western Asia,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89,18.7,17.54,16.37,15.18,14.05,13.02,12.11,11.36,10.72,10.19,9.74,9.31,8.95,8.61,8.28,7.99,7.7,7.45,7.22,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,Lebanon,sex,Boys,Asia,Western Asia,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.83,19.62,18.37,17.16,15.94,14.77,13.69,12.72,11.93,11.25,10.72,10.22,9.79,9.42,9.02,8.69,8.4,8.12,7.82,7.58,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,Lebanon,sex,Girls,Asia,Western Asia,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.87,17.76,16.66,15.51,14.39,13.29,12.3,11.44,10.69,10.13,9.62,9.22,8.82,8.45,8.17,7.84,7.56,7.28,7.06,6.82,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,Liberia,all,,Africa,Western Africa,Social determinants of nutrition,55.76,77.67,77.25,76.09,74.05,71.38,67.74,66.38,62.45,55.57,47.32,43.09,41.72,42.55,44.43,44.55,45.19,48.17,50.13,47.62,45.33,83.99,93.16,92.99,92.66,92,91.32,90.11,89.47,88,84.17,79.76,76.65,76.41,75.62,75.61,75.61,76.15,78.54,79.57,78.43,76.2,173.51,13.17,13.53,13.89,14.25,14.62,14.99,15.22,15.44,15.66,15.88,16.09,16.3,16.51,16.71,16.91,17.11,17.3,17.49,17.68,18.06,18.16,61.66,62.61,63.55,64.48,65.42,66.35,67.01,67.66,68.3,68.93,69.55,70.17,70.78,71.39,71.98,72.57,73.15,73.72,74.29,75.16,75.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,33.4,,37.8,,,,37,,,,,,,34.4,,,,,,63.81,,,1606.74,1695.61,1800.34,1769.73,1727.02,1656.82,1655.36,1633.92,1553.07,1469.75,1494.2,1524.03,0.65,164/170,,,,,,,,,,,,,35.3,,,,,,,,,,,,,,,,,,75/163,,,,,,17.89,18.34,18.78,19.23,19.68,20.12,20.72,21.32,21.93,22.55,23.18,23.83,24.48,25.15,25.83,26.53,27.23,27.95,28.69,29.24,29.33,3.52,3.57,3.63,3.68,3.74,3.79,4.12,4.45,4.79,5.13,5.49,5.85,6.22,6.59,6.97,7.36,7.76,8.17,8.58,8.68,8.7,,,,,,,,,0.53,,54.91,54.01,53.1,52.21,51.31,50.42,49.53,48.64,47.75,46.86,45.97,45.08,44.18,43.29,42.39,41.49,40.59,39.69,38.78,37.88,37.68,,,,,,,,,0.04,,,,,5193.42,47.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.27,16.1,15.93,15.76,15.58,15.41,15.23,15.06,14.88,14.7,14.51,14.32,14.13,13.93,13.73,13.53,13.32,13.11,12.89,12.67,12.55,745.35,,,,,,,,,,,,,,,,,,,,,,36.7,38.2,37.7,36.6,35.9,35.3,34.5,33,32.4,32.2,33,33.3,35.6,37.1,38.8,38.8,38.4,37.5,14.03,14.13,14.23,14.31,14.4,14.47,14.54,14.61,14.66,14.71,14.76,14.79,14.83,14.85,14.87,14.88,14.88,14.87,14.85,14.83,14.82,18.55,17.72,16.9,16.08,15.26,14.45,13.64,12.84,12.04,11.24,10.45,9.66,8.87,8.09,7.31,6.54,5.77,5,4.24,3.49,3.49
LBR,Liberia,sex,Both,Africa,Western Africa,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.67,176.6,163.66,151.29,139.79,129.59,121.01,113.95,108.24,103.55,99.82,96.75,94.2,91.95,92.14,88.25,86.12,84.32,82.46,80.37,78.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,Liberia,sex,Boys,Africa,Western Africa,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.07,186.58,173.17,160.28,148.38,137.72,128.7,121.32,115.32,110.46,106.5,103.33,100.67,98.38,98.42,94.54,92.25,90.35,88.43,86.32,84.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,Liberia,sex,Girls,Africa,Western Africa,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.74,166.17,153.64,141.61,130.66,121.16,112.95,106.31,100.8,96.37,92.78,89.83,87.4,85.25,85.53,81.79,79.69,78.05,76.18,74.26,72.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,Libya,all,,Africa,Northern Africa,Social determinants of nutrition,,,,,33.95,34.26,34.37,34.26,34.42,18.19,0.88,2.64,7.72,10.58,12.94,1.9,34.11,34.65,14.37,34.79,35.01,,,,,11.69,9.58,8.96,9.58,8.62,50.01,12.98,18.2,30.69,36.62,41.09,16.08,10.6,7.33,43.66,6.61,5.49,324.8,,,,,,,,,,,,,,,,,,,,,,84.23,85.1,85.97,86.84,87.71,88.58,89.45,90.32,91.19,92.06,92.93,93.8,94.67,95.54,96.41,97.28,98.15,99.02,99.89,99.89,99.89,65.47,65.79,66.1,66.42,66.73,67.05,67.36,67.67,67.99,68.3,68.62,68.93,69.25,69.56,69.88,70.19,70.49,70.49,70.49,70.49,70.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13231.46,28028.24,17755,8351.11,7191.72,6594.48,10708.89,12498.71,14007.05,5586.42,15335.71,15712.7,0.26,61/170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01,7.02,7.02,7.03,7.04,7.05,7.06,7.07,7.08,7.09,7.1,7.1,7.11,7.12,7.13,7.14,7.15,7.15,7.15,7.15,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6.53,,,,,,,,,,,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,,,,,,,,,,,2.09,,,6735.28,19.31,24.83,24.63,24.43,24.23,24.03,23.83,23.63,23.43,23.23,23.04,22.84,22.64,22.44,22.24,22.04,21.84,21.62,21.62,21.62,21.62,21.62,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,2.56,2.44,2.32,2.19,2.07,1.95,1.82,0.95,0.83,0.7,0.58,0.45,0.33,0.21,0.08,0,0,0,0,0,15.77,14.9,14.03,13.16,12.29,11.42,10.55,9.68,8.81,7.94,7.07,6.2,5.33,4.46,3.59,2.72,1.85,0.98,0.11,0.11,0.11
LBY,Libya,sex,Both,Africa,Northern Africa,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,27.27,26.45,25.52,24.41,23.13,21.68,20.17,18.76,17.58,16.59,19.43,15.01,14.38,13.79,13.27,12.79,12.32,11.9,11.51,11.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,Libya,sex,Boys,Africa,Northern Africa,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.84,29.97,29.09,28.1,26.92,25.51,23.93,22.26,20.71,19.37,18.27,21.02,16.53,15.82,15.19,14.6,14.06,13.54,13.07,12.67,12.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,Libya,sex,Girls,Africa,Northern Africa,Social determinants of nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.21,24.44,23.68,22.81,21.78,20.61,19.32,17.98,16.73,15.67,14.8,17.74,13.42,12.86,12.33,11.88,11.44,11.03,10.65,10.32,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
